iddetalle_venta,idventa,idarticulo,cantidad,precio,descuento
873,861,79,1,22.92,4.53
874,638,205,8,658.83,74.63
875,859,205,7,397.7,81.51
876,956,265,4,590.05,101.94
877,562,186,7,275.48,43.13
878,542,105,5,613.24,93.59
879,411,102,3,54.51,2.98
880,780,175,6,55.62,12.11
881,806,273,9,516.71,71.88
882,823,11,10,317.98,59.98
883,711,46,6,109.68,13.22
884,492,26,8,550.82,55.42
885,336,100,8,326.65,22.05
886,168,79,3,512.16,78.3
887,864,202,7,205.21,37.52
888,715,53,10,202.9,44.42
889,392,114,1,54.32,10.04
890,670,299,1,603.47,99.12
891,162,50,10,41.38,2.67
892,904,271,8,2.91,0.64
893,739,221,7,629.97,42.12
894,913,13,9,86.42,13.33
895,814,251,2,511.54,110.39
896,665,181,4,111.59,21.45
897,816,153,1,733.34,140.82
898,27,262,5,65,7
899,576,4,9,607.91,73.4
900,28,90,6,746.84,108.86
901,900,44,1,583.05,134.85
902,666,220,3,220.4,33.92
903,721,189,3,205.83,24.65
904,415,130,10,263.07,25.69
905,195,148,9,709.36,145.08
906,385,103,7,566.78,43.6
907,432,298,8,544.49,123.08
908,888,293,4,718.41,93.06
909,997,139,3,144.27,28.16
910,79,129,6,161.95,34.06
911,741,68,4,688.59,37.15
912,924,166,4,171.28,39.33
913,398,180,3,369.92,78.52
914,233,270,2,180.32,21.14
915,640,15,5,575.34,65.67
916,137,198,9,393.55,72.37
917,812,293,6,353.54,18.22
918,589,239,10,87.05,20.82
919,153,225,3,430.99,41.56
920,361,166,8,449.52,52.59
921,833,78,8,88.54,19.63
922,534,92,5,131.86,15.84
923,562,134,5,596.63,125.59
924,734,9,3,535.8,44.61
925,350,131,7,233.83,54.39
926,85,55,1,162.71,33.92
927,13,101,5,393.86,52.37
928,869,239,1,509.45,75.28
929,345,208,7,27.13,1.44
930,284,209,4,415.44,21.3
931,959,94,9,740.3,92.09
932,792,291,10,739.68,94.66
933,706,68,9,442.66,49.34
934,363,235,3,391.77,24.79
935,479,48,4,407.27,61.54
936,508,246,9,181.01,37.68
937,114,13,8,244.33,30.87
938,623,239,8,224.34,13.34
939,503,116,6,572.29,99.54
940,644,100,2,618.79,151.32
941,239,20,9,291.4,36.18
942,796,121,10,220.74,11.49
943,870,290,5,186.24,20.74
944,309,269,10,604.45,110.59
945,324,187,6,3.14,0.52
946,441,103,6,23.75,1.85
947,774,204,3,265.37,44.86
948,122,290,5,580.44,61.22
949,123,230,4,459.93,51.02
950,750,68,1,673.07,125.52
951,903,102,5,316.51,25.85
952,47,250,5,173.66,10.03
953,788,60,7,496.64,26.35
954,791,1,5,370.88,72.9
955,88,136,5,96.73,17.74
956,440,80,3,573.97,124.44
957,237,33,7,408.59,98.68
958,251,91,6,292.98,56.33
959,360,264,6,227.69,40.01
960,920,251,7,67.07,5.88
961,953,186,2,359.81,76.38
962,72,89,7,162.28,14.53
963,231,264,10,364.61,75.44
964,446,210,9,135.35,32.94
965,380,255,4,453.16,112.5
966,694,35,5,594.94,70.66
967,378,88,1,72.11,4.78
968,369,24,4,324.06,69.77
969,617,257,1,669.26,70.1
970,781,135,5,321.86,20.48
971,395,111,6,15.9,2.82
972,801,256,4,101.49,11.04
973,398,296,6,205.8,45.14
974,587,245,2,295,20.99
975,136,253,4,435.05,42.92
976,521,33,9,535.53,85.44
977,560,223,9,323.78,67.42
978,346,240,3,547.79,78.12
979,833,296,3,103.25,6.96
980,766,28,5,466.45,45.6
981,178,178,8,25.53,3.74
982,83,189,2,631,101.1
983,216,270,1,217.96,39.82
984,439,81,6,48.66,12.12
985,316,42,2,539.16,130.65
986,575,258,9,13.6,1.9
987,301,103,7,404.86,30.17
988,385,66,6,221.38,47.35
989,642,223,4,550.45,123.47
990,331,15,5,664.72,41.34
991,98,13,7,3.53,0.19
992,237,62,6,508.57,88.74
993,275,151,4,151.56,16.08
994,966,80,2,269.87,64.3
995,580,230,7,56.05,11.32
996,257,200,6,45.32,8.59
997,952,62,7,230.03,22.58
998,696,289,9,182.44,24.38
999,72,294,7,5.78,0.52
1000,977,84,6,265.39,40.04
1001,283,235,6,254.02,15.79
1002,632,65,6,128.56,7.01
1003,961,77,7,305.67,67.51
1004,563,201,4,244.86,38.03
1005,328,116,8,155.05,32.9
1006,22,140,5,125.01,23.92
1007,48,85,10,445.28,75.5
1008,447,272,2,151.18,25
1009,779,25,1,310.29,24.68
1010,959,241,10,128.92,15.23
1011,74,37,1,591.91,143.41
1012,98,117,2,103.15,16.95
1013,375,16,5,335.87,38.62
1014,65,272,9,538.79,115.56
1015,646,195,6,351.28,55.09
1016,562,190,7,258.06,63.27
1017,672,178,5,486.49,101.16
1018,135,218,4,128.18,22.74
1019,593,275,6,710.41,129.38
1020,275,32,6,65.05,4.88
1021,979,145,2,638.82,53.85
1022,647,147,10,679.34,144.19
1023,491,109,6,478.2,68.7
1024,22,246,4,497.42,115.8
1025,896,189,1,10.27,1.04
1026,871,220,7,680.2,155.4
1027,189,145,4,708.84,105.38
1028,828,237,1,618.44,44.3
1029,576,115,5,207.43,11.03
1030,793,71,8,515.31,98.03
1031,939,37,7,366.06,68.6
1032,874,148,4,185.01,35.97
1033,735,129,1,87.16,9.4
1034,15,285,6,720.9,78.86
1035,97,233,7,594.67,88.63
1036,908,272,3,25.54,2.74
1037,657,225,6,539.01,76.22
1038,997,293,1,602.05,90.94
1039,238,20,7,285.42,20.16
1040,938,174,8,478.57,53.67
1041,634,249,5,674.48,44.18
1042,853,62,8,52.2,12.45
1043,834,185,8,722.12,103.35
1044,490,223,3,371.05,76.24
1045,585,167,2,711.43,163.58
1046,536,105,5,686.71,115.08
1047,719,202,2,393.47,67.34
1048,900,53,9,57.64,5.62
1049,485,250,2,42.03,8.01
1050,785,19,5,448.72,59.2
1051,434,216,6,193.66,47.01
1052,961,292,9,566.72,38.63
1053,729,182,1,325.85,26.69
1054,184,139,2,299.58,23.95
1055,263,28,1,474.53,79.52
1056,678,104,9,595.18,92.07
1057,374,296,8,675.68,51.91
1058,12,222,6,31.34,5.62
1059,152,4,2,468.63,68.48
1060,618,25,3,19.05,3.03
1061,535,9,7,148.15,28.44
1062,359,117,5,305.13,39.27
1063,228,240,10,412.08,20.96
1064,501,119,3,175.03,37.78
1065,719,25,10,170.84,34.3
1066,945,47,2,561.77,77.11
1067,35,139,7,704.71,137.59
1068,806,80,1,452.67,62.5
1069,791,255,6,326.06,25.81
1070,412,28,7,137.57,19.87
1071,572,59,3,720.59,63.52
1072,995,173,1,696.84,120.23
1073,523,64,9,713.09,135.3
1074,658,221,1,182.18,10.54
1075,342,58,3,489.9,47.2
1076,429,281,10,502.73,122.1
1077,312,63,4,519.24,67.08
1078,303,263,6,380.51,72.53
1079,205,161,9,674.44,113.01
1080,812,163,4,644.24,70.33
1081,60,198,5,19,3.13
1082,265,33,3,329.41,68.91
1083,569,143,7,714.83,52.35
1084,686,63,7,398.53,87.9
1085,127,291,7,189.66,23.39
1086,279,40,10,548.29,70.32
1087,901,271,10,165.1,18.08
1088,733,239,2,194.25,30.48
1089,43,62,5,568.94,78.05
1090,33,129,9,402.17,71.3
1091,510,223,5,380.58,28.98
1092,15,212,5,587.6,135.28
1093,695,269,1,117.53,27.63
1094,1,297,3,559.63,99.94
1095,74,211,9,535.96,130.44
1096,734,78,5,169.56,18.59
1097,276,294,6,304.78,53.15
1098,386,225,4,586.06,142.38
1099,933,266,7,118.69,26.91
1100,73,116,9,149.32,10.42
1101,79,96,9,424.53,25.29
1102,254,141,6,109.08,22.13
1103,968,25,9,731.73,153.61
1104,575,188,8,7.26,1.05
1105,955,40,4,307.75,23.2
1106,952,139,7,196.26,16.12
1107,778,142,10,269.28,66.79
1108,727,16,5,123.2,20.24
1109,927,20,6,469.13,63.65
1110,254,43,2,566.82,47.86
1111,663,80,7,219.14,19.63
1112,371,46,1,427.18,53.2
1113,988,156,1,379.2,66.57
1114,588,167,3,369.89,65.59
1115,374,198,7,442.31,71.7
1116,886,267,6,264.58,64.81
1117,852,76,9,505.29,118.44
1118,798,54,10,634.73,90.49
1119,936,75,8,399.39,48.49
1120,367,175,9,54.72,11.05
1121,470,208,5,169.36,13.89
1122,535,77,7,216.05,50.48
1123,908,177,4,173.22,15.17
1124,121,113,5,722.49,177.36
1125,599,52,2,411.44,66.68
1126,924,257,1,651.16,49.24
1127,277,5,7,418.35,27.06
1128,195,198,4,344.15,24.04
1129,98,163,1,358.97,18.43
1130,590,153,10,161.17,9.7
1131,431,203,4,92.49,18.8
1132,173,298,10,584,93.07
1133,74,43,6,172.36,30.54
1134,423,90,1,691,160.81
1135,193,271,3,393.74,88.95
1136,842,222,2,431.97,33.7
1137,8,270,3,496.7,98.4
1138,208,261,8,113.01,18.44
1139,501,251,5,729.62,51.04
1140,979,152,1,604.11,76.51
1141,92,162,7,737.89,119.28
1142,927,251,7,399.14,70.11
1143,455,161,7,508.01,121.09
1144,561,169,10,322.28,60.28
1145,240,198,9,113.18,20.87
1146,707,282,8,112.25,6.13
1147,974,193,3,710.09,174.16
1148,943,139,1,121.11,11.83
1149,712,204,6,452.54,59.79
1150,207,73,3,163.16,35.78
1151,11,69,8,322.4,53.35
1152,535,130,7,636.26,102.69
1153,546,277,6,19.82,4.79
1154,995,228,5,56.51,13.38
1155,824,114,6,553.27,46.87
1156,118,111,8,610.15,35.7
1157,487,186,10,290.63,31.5
1158,450,244,4,600.28,41.69
1159,720,117,4,244.18,21.7
1160,204,262,9,265.7,54.4
1161,565,38,8,57.17,12.63
1162,655,43,4,667.63,133.28
1163,631,271,6,381.64,44.32
1164,959,247,10,572.14,88.77
1165,167,117,1,193.57,34.91
1166,248,48,5,601.44,77.79
1167,347,36,8,216.15,51.38
1168,134,152,6,251.19,41.1
1169,192,178,5,616,84.72
1170,904,231,2,406.2,95.8
1171,252,82,5,562.85,87.42
1172,387,22,10,372.48,21.58
1173,319,113,10,289.9,44.6
1174,738,67,1,103.23,24.27
1175,15,122,10,290.89,59.83
1176,722,267,9,50.38,11.56
1177,886,240,6,513.18,89.04
1178,841,6,7,551.31,71.56
1179,902,9,6,29.48,2.41
1180,555,74,9,539.6,37.33
1181,906,39,6,422.26,100.59
1182,286,50,2,294.59,49.02
1183,879,173,3,488.72,63.72
1184,945,139,9,606.78,81.89
1185,975,220,6,609.77,87.23
1186,701,98,6,48.18,6.56
1187,345,185,5,621.14,151.44
1188,990,78,10,304.52,53.58
1189,702,253,7,466.81,94.98
1190,48,83,1,662.53,62.71
1191,370,174,10,95.07,16.36
1192,485,50,5,363.84,32.62
1193,591,54,8,400.93,29.5
1194,757,41,4,93.98,11.71
1195,432,117,2,428.21,81.7
1196,906,149,8,33.72,7.52
1197,314,143,7,447.84,40.97
1198,479,150,9,511.23,67.67
1199,956,24,4,736.36,47.68
1200,991,177,2,281.45,55.33
1201,690,169,1,682.42,65.57
1202,697,146,5,144.82,17.89
1203,330,138,3,20.31,3.6
1204,479,55,6,657.05,84.26
1205,174,297,1,429.19,33.37
1206,866,151,3,499.88,54.93
1207,595,99,2,260.31,46.55
1208,136,65,8,267.54,19.64
1209,993,108,1,682.44,151.06
1210,696,225,8,610.44,48.18
1211,995,23,3,86.93,18.6
1212,820,157,6,17.82,3.55
1213,887,182,1,382.24,51.03
1214,7,142,6,81.66,11.66
1215,516,291,6,599.03,136.83
1216,767,85,10,486.54,35.06
1217,949,153,8,220.56,21.07
1218,934,54,4,187.5,28.6
1219,592,163,10,499.96,91.39
1220,695,218,9,223,33.67
1221,587,78,6,493.64,87.55
1222,939,82,9,136.25,21.74
1223,853,107,3,517,60.67
1224,394,58,2,129.82,13.97
1225,71,227,7,29.9,6.58
1226,848,131,7,657.94,68.19
1227,676,174,3,198.01,20.06
1228,440,251,3,99.38,12.9
1229,206,277,4,273.87,56.48
1230,787,86,5,546.66,63.67
1231,622,262,4,29.79,5.67
1232,911,200,5,498.89,63.75
1233,134,32,10,569.74,60.95
1234,751,263,4,256.65,40.04
1235,831,21,8,360.62,86.12
1236,554,79,3,603.32,130.6
1237,451,211,1,343.46,79.81
1238,128,119,1,657.44,138.07
1239,852,36,3,111.25,14.52
1240,367,243,1,232.63,47.93
1241,392,176,3,476.65,68.77
1242,424,62,6,310.1,72.42
1243,808,193,10,518.91,53.5
1244,337,17,2,474.53,38.14
1245,707,203,7,363.15,88.13
1246,437,41,9,611.6,82.36
1247,95,241,4,454.17,40.61
1248,894,110,4,172.53,15.29
1249,988,2,8,747.05,151.94
1250,917,230,7,366.2,44.03
1251,51,228,3,501.18,120.6
1252,177,20,7,13.52,1.44
1253,843,48,8,172.36,8.64
1254,840,39,10,616.02,78.79
1255,790,291,6,325.27,31.94
1256,16,285,3,329.86,76.56
1257,325,217,4,235.84,56.73
1258,814,254,7,332.11,45.79
1259,763,16,4,17.8,3.3
1260,386,157,3,495.52,29.02
1261,921,96,7,52.88,12.29
1262,385,101,2,195.43,35.89
1263,572,254,2,738.97,70.59
1264,243,153,2,547.41,122.04
1265,348,88,10,494.61,84.3
1266,585,51,9,428.04,96.23
1267,485,42,1,313.95,72.67
1268,64,117,5,116.5,12.86
1269,425,69,5,376.98,58.96
1270,787,261,5,149.43,21.25
1271,810,288,4,362.53,28.05
1272,859,130,6,110.53,14.73
1273,354,41,8,244.5,28.77
1274,976,74,3,511.58,43.93
1275,104,229,1,502.37,97.96
1276,959,245,9,494.71,119.5
1277,312,7,5,211.36,21.43
1278,412,256,7,441.58,45.68
1279,419,20,9,470.88,80.78
1280,683,289,3,680.7,167.01
1281,188,143,2,747.74,117.03
1282,793,40,8,615.8,63.29
1283,755,192,10,406.17,83.72
1284,345,132,2,312.24,54.64
1285,847,147,7,397.17,36.77
1286,897,288,10,295.42,54.62
1287,288,178,1,73.82,14.73
1288,790,52,7,8.86,1.78
1289,446,274,5,403.95,82.17
1290,211,167,6,461.75,24.78
1291,870,293,7,491.82,31.29
1292,59,70,5,632.43,41.16
1293,968,89,2,539.35,83.46
1294,633,218,2,501.59,77.01
1295,574,205,7,185.5,37.57
1296,15,295,5,341.61,83.78
1297,500,278,10,226.2,50.35
1298,616,45,5,695.42,94.48
1299,475,173,3,136.63,20.44
1300,191,211,1,307.49,57.25
1301,55,25,6,554.51,123.48
1302,2,182,6,587.94,93.54
1303,740,297,7,311.76,18.34
1304,800,288,10,707.69,45.7
1305,215,124,9,484.86,62.19
1306,816,100,2,374.25,87.35
1307,624,167,2,291.1,30.24
1308,400,174,4,282.19,33.08
1309,600,294,1,141.74,35.36
1310,342,76,3,14.1,1.48
1311,111,280,10,573.98,126.35
1312,537,142,4,11.96,2.02
1313,148,131,8,91.61,16.7
1314,226,171,8,610.24,107.14
1315,457,94,10,596.01,106.32
1316,784,171,2,694.71,87.94
1317,105,279,7,655.64,42.5
1318,472,22,7,616.91,130.84
1319,92,270,7,623.83,81.6
1320,980,215,9,36.33,5.21
1321,724,276,9,536.61,66.93
1322,845,117,5,746.04,156.59
1323,565,19,10,400.31,35.81
1324,99,72,7,660.55,63.3
1325,754,246,4,321.21,33.06
1326,7,272,6,37.67,9.08
1327,406,235,9,213.36,52.9
1328,667,89,8,64.06,9.63
1329,354,105,10,522.41,71.13
1330,47,81,5,13.18,1.85
1331,64,15,2,391.83,50.75
1332,944,136,6,459.87,109.49
1333,436,210,2,251.04,45.86
1334,88,98,8,94.26,19.26
1335,975,16,8,457.39,103.25
1336,803,152,6,666.59,145.46
1337,209,30,4,583.3,49.18
1338,426,182,5,519.11,123.97
1339,402,93,4,230.78,36.51
1340,801,33,7,225.78,38.8
1341,111,36,8,562.31,66.6
1342,552,212,10,663.4,139.96
1343,481,94,9,532.95,127.3
1344,845,132,3,660.08,116.25
1345,773,98,1,170.99,23.77
1346,373,45,9,581.9,139.93
1347,548,189,1,336.29,65.82
1348,783,288,10,483.79,63.29
1349,503,211,3,262.22,59.07
1350,717,263,9,95.72,23.61
1351,277,45,10,452.21,82.7
1352,770,250,10,324.67,39.82
1353,350,241,8,731.45,80.51
1354,613,237,2,614.85,147
1355,145,241,8,691.77,96.94
1356,930,216,8,332.03,58.22
1357,281,96,10,427.34,24.92
1358,409,208,7,282.8,62.27
1359,397,20,1,519.22,103.7
1360,722,95,1,241.96,16.48
1361,44,267,9,112.02,7.24
1362,176,72,8,372.5,56.34
1363,522,131,9,449.95,90.86
1364,440,203,10,221.52,36.29
1365,68,155,6,96.36,19.02
1366,960,156,2,182.61,14.02
1367,598,160,3,709.28,145.37
1368,586,222,4,659.72,82.2
1369,240,292,9,229.6,51.92
1370,424,209,4,392.38,46.08
1371,594,248,1,660.09,146.55
1372,891,161,10,739.09,177.75
1373,305,51,7,482.28,102.01
1374,893,184,1,419.71,86.56
1375,574,218,7,253.95,24.94
1376,254,69,7,300.79,28.53
1377,600,271,6,348.79,52.95
1378,646,120,1,571.78,68.77
1379,615,109,9,664.87,40.94
1380,586,63,3,92.3,19.78
1381,981,130,2,437.75,80.35
1382,454,52,6,548.1,116.42
1383,863,179,1,353.55,51.87
1384,786,154,9,559.35,86.33
1385,715,194,6,72.38,7.6
1386,14,4,9,607.3,151.47
1387,112,158,10,478.9,67.61
1388,930,218,5,344.3,18.5
1389,63,23,8,503.35,73.27
1390,874,247,4,725.1,66.68
1391,641,243,7,413.86,72.91
1392,418,36,10,695.24,61.92
1393,686,253,9,474.33,41.01
1394,202,158,10,133.43,22.18
1395,138,57,1,274.86,60.05
1396,149,88,7,395.75,60.94
1397,695,18,3,615.94,93.87
1398,527,49,5,713.7,135.16
1399,344,251,7,213.8,45.81
1400,591,125,1,669.68,138.12
1401,576,243,1,472.51,66.17
1402,907,195,1,404.51,79.28
1403,462,11,10,502.43,33.29
1404,363,251,7,714.72,168.62
1405,981,137,10,362.39,49.61
1406,814,58,4,72.05,8.99
1407,571,133,2,194.16,32.06
1408,547,271,9,236.24,20.63
1409,501,139,5,49.06,10.7
1410,570,132,5,9.54,1.66
1411,226,203,5,683.77,118.23
1412,729,263,3,297.53,39.82
1413,676,216,5,163.47,27.38
1414,339,67,3,19.68,1.44
1415,349,92,3,520.16,95.43
1416,379,299,4,265.86,49.09
1417,972,132,4,376.71,40.53
1418,888,120,3,386.28,95.68
1419,534,12,7,351.88,19.06
1420,935,48,4,241.61,25.46
1421,31,189,9,261.84,62.67
1422,351,296,1,531.06,112.89
1423,538,164,2,637.59,86.68
1424,539,151,1,31.17,2.67
1425,667,189,2,63.88,14.31
1426,709,92,1,10.66,0.92
1427,754,207,4,611.87,122.06
1428,217,262,4,169.39,33.66
1429,167,83,8,237.43,56.77
1430,329,123,10,63.69,11.95
1431,191,26,9,584.99,115.66
1432,148,104,9,76.75,4.86
1433,547,225,2,17.8,3.03
1434,771,285,2,158.62,18.18
1435,189,96,2,451.93,36.45
1436,302,236,7,462.31,25.3
1437,658,125,6,646.64,47.75
1438,636,86,9,446.86,109.28
1439,188,243,10,337.73,59.07
1440,532,59,4,284,49.42
1441,224,173,2,432.7,66.19
1442,535,163,6,611.06,92.47
1443,90,40,1,60.99,5.44
1444,337,35,2,387.41,96.24
1445,320,7,6,207.17,40.29
1446,43,70,1,90.64,22.65
1447,819,251,4,117.76,22.93
1448,23,78,8,413.94,35.31
1449,590,285,7,687.93,152.16
1450,695,14,10,94.53,8.23
1451,666,182,4,51.97,6.66
1452,846,300,6,721.57,108.81
1453,78,266,2,155.46,27.4
1454,685,242,8,112.63,20.2
1455,860,84,10,551.32,40.12
1456,583,188,6,287.72,24.66
1457,644,52,8,36.43,7.19
1458,562,268,1,486.94,67.76
1459,635,269,9,25.74,2.16
1460,354,63,4,376.62,35.01
1461,539,161,3,220.84,36.33
1462,858,101,2,668.69,144.78
1463,108,101,4,666.35,135.79
1464,637,64,4,98.43,18.12
1465,849,212,8,272.08,51.27
1466,1000,163,1,497.46,111.11
1467,5,282,7,513.23,121.79
1468,819,153,2,725.81,42.8
1469,176,55,10,449.6,61.37
1470,366,226,7,592.98,54.94
1471,805,55,8,353.28,59.01
1472,961,193,9,146.19,34.49
1473,748,237,10,234.63,42.12
1474,680,14,7,253.03,19.46
1475,394,50,1,248.26,25.98
1476,20,141,1,613.05,61.25
1477,234,19,1,33.41,5.67
1478,343,152,2,545.8,83.55
1479,909,58,10,470.73,59.05
1480,997,297,8,360.49,76.24
1481,728,229,8,700.33,154.68
1482,828,226,4,58.78,9.38
1483,732,149,4,63.9,15.62
1484,601,8,2,638.06,141.26
1485,916,59,7,131.2,32.69
1486,155,238,7,354.91,64.25
1487,638,170,2,581.84,84.88
1488,285,35,6,92.64,14.68
1489,11,212,7,442.19,80.89
1490,962,38,6,142.04,21.22
1491,816,247,4,656.27,76.71
1492,226,93,9,388.36,88.93
1493,967,13,5,131.25,32.27
1494,193,176,1,381.42,90.7
1495,899,106,2,729.91,135.68
1496,618,57,9,745.5,172.23
1497,58,74,10,682.98,146.18
1498,956,139,10,21.85,3.52
1499,646,288,7,605.08,101.04
1500,649,66,7,718.38,171.58
1501,850,77,1,253.31,36.48
1502,742,196,6,412,91.7
1503,136,145,8,495.76,102.35
1504,433,99,1,205.67,43.27
1505,62,10,3,36.45,4.06
1506,772,93,7,155.8,36.47
1507,670,182,10,439.28,52.2
1508,374,240,5,230.45,11.93
1509,764,127,8,621.21,125.01
1510,929,128,9,557.39,28.22
1511,473,266,4,35.65,8.41
1512,338,120,8,443.05,105.65
1513,433,257,1,506.8,36.23
1514,847,36,8,405.51,29.79
1515,895,266,5,84.42,8.76
1516,69,175,3,35.62,7.67
1517,605,29,2,498.01,27.35
1518,275,69,7,408.77,88.33
1519,214,202,7,20.52,5.03
1520,37,89,6,362.89,48.73
1521,449,177,8,739.28,128.19
1522,469,36,10,589.94,50.43
1523,447,235,2,313.73,67.31
1524,971,167,5,185.68,24.84
1525,623,222,3,611.75,111.39
1526,584,182,6,154.45,10.69
1527,785,143,4,288.58,57.86
1528,931,240,6,396.62,55.18
1529,747,65,3,320.52,52.01
1530,790,236,10,350.71,83.42
1531,41,257,1,506.25,26.49
1532,506,71,5,48.23,10.06
1533,708,228,7,533.82,118.05
1534,957,73,10,196.31,16.73
1535,717,104,10,629.5,46.5
1536,727,134,3,29.03,1.83
1537,916,175,9,658.96,76.95
1538,580,226,9,540.6,101.64
1539,337,115,3,214.77,26.49
1540,128,98,3,666.63,103.27
1541,56,119,8,198.85,29.6
1542,697,202,6,25.09,4.5
1543,836,163,7,451.59,90.6
1544,763,168,7,61.31,14.01
1545,152,165,3,116.15,6.93
1546,121,3,7,382.64,77.06
1547,301,60,9,335.61,41.45
1548,686,59,2,566.42,41.44
1549,390,41,8,315.77,25.16
1550,176,39,3,642.56,144.29
1551,895,209,5,427.44,28.06
1552,435,114,2,56.52,8.07
1553,711,158,5,263.8,65.22
1554,362,151,7,470.72,92.05
1555,872,118,5,355.11,75.68
1556,487,105,4,419.25,24.73
1557,981,13,5,314.14,48.94
1558,504,202,8,495.06,64.72
1559,365,263,1,641.02,154.89
1560,167,38,7,348.57,44.75
1561,181,97,10,168.45,10.65
1562,951,285,3,730.77,72.31
1563,669,211,6,606.67,130.29
1564,182,193,5,649.98,81.59
1565,554,241,4,718.93,85.5
1566,23,98,5,47.69,8.52
1567,439,113,10,413.84,46.21
1568,197,220,5,531.5,93.2
1569,453,120,6,73.02,5.4
1570,679,229,6,463.56,111.01
1571,200,12,10,636.61,104.5
1572,600,197,5,662.82,124.31
1573,423,99,10,525.76,109.71
1574,369,184,6,433.19,96.4
1575,738,34,7,381.13,36.09
1576,673,160,2,365.58,58.09
1577,381,53,1,180.84,27.03
1578,657,30,7,4.26,0.24
1579,601,249,10,7.52,0.86
1580,892,239,3,325.26,28.75
1581,371,123,4,36.53,5.67
1582,280,199,5,79.17,10
1583,73,281,8,592.21,71.27
1584,238,28,7,107.48,25.79
1585,804,14,7,258.22,45.71
1586,763,237,8,145.7,9.58
1587,190,46,1,720.71,124.06
1588,282,291,2,34.1,1.71
1589,25,246,9,219.06,40.18
1590,699,123,2,52.26,9.68
1591,420,166,3,511.81,67
1592,804,135,3,545.9,116.25
1593,555,254,10,399.19,34.86
1594,338,196,8,270.03,30.01
1595,222,107,10,596.76,94.03
1596,489,297,10,449.37,47.53
1597,531,147,1,141.12,21.83
1598,36,196,1,254.29,54.89
1599,789,159,7,80.74,15.23
1600,724,298,5,46.41,6.6
1601,530,102,3,537.86,101.67
1602,39,26,8,515.62,32.84
1603,526,288,3,193.81,47.33
1604,456,219,3,6.75,0.37
1605,632,199,3,52.46,11.05
1606,687,95,5,219.09,17.93
1607,349,126,3,565.23,101.2
1608,905,222,8,243.28,58.79
1609,643,86,6,113.35,12.44
1610,933,219,8,374.29,27.05
1611,728,261,5,164.9,35.8
1612,246,284,9,497.29,102.9
1613,21,15,3,251.03,14.71
1614,473,64,1,62.01,8.73
1615,957,172,5,668.24,33.85
1616,455,114,4,488.04,77.43
1617,849,166,9,508.35,41.97
1618,845,10,8,56.35,4.49
1619,303,179,8,644.3,117.33
1620,406,253,1,451.73,25.1
1621,595,95,3,713.39,69.83
1622,130,69,5,543.02,93.93
1623,729,61,2,280.9,23.71
1624,219,49,1,652.15,124.7
1625,370,282,9,307.98,59.52
1626,866,138,8,706.55,54.16
1627,781,105,9,339.32,30.98
1628,652,226,1,562.42,95.36
