idventa,idcliente,idusuario,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado
368,479,19,Receipt,G,G675459,2020-09-18,7.12,7393.98,Pending
369,124,29,Receipt,T,T814686,2022-02-18,5.89,117.99,Processed
370,344,1,Receipt,P,P392037,2022-07-04,7.44,6694.61,Cancelled
371,115,36,Invoice,Y,Y945919,2022-10-14,10.06,4370.4,Processed
372,199,22,Invoice,I,I591767,2020-09-02,3.71,5409.49,Cancelled
373,236,33,Invoice,T,T111973,2021-04-20,7.82,3154.44,Processed
374,128,37,Receipt,Y,Y944546,2020-02-04,13.85,5664.84,Processed
375,465,9,Receipt,Z,Z439300,2022-12-09,2.03,6879.46,Pending
376,160,21,Receipt,M,M184016,2020-11-09,0.6,6010.74,Pending
377,531,18,Invoice,F,F375577,2023-06-16,1.06,8068.15,Pending
378,487,43,Receipt,E,E972404,2022-01-19,10.85,5263.37,Processed
379,206,31,Receipt,M,M636303,2022-02-24,11.53,2377.11,Cancelled
380,123,9,Receipt,X,X517445,2021-08-10,11.85,8553.72,Cancelled
381,401,46,Receipt,G,G633001,2020-03-23,5.7,1506.8,Cancelled
382,351,27,Receipt,Z,Z826217,2023-12-09,14.76,5450.75,Processed
383,357,29,Receipt,J,J077255,2022-01-02,10.88,5065.29,Processed
384,316,39,Invoice,R,R143462,2020-11-13,12.14,7055.84,Cancelled
385,352,42,Receipt,C,C622454,2021-03-17,14.93,2620.8,Pending
386,501,39,Invoice,K,K035422,2023-05-13,14.61,259.67,Cancelled
387,256,29,Receipt,X,X285098,2023-04-20,2.51,3183.57,Cancelled
388,371,13,Receipt,P,P248558,2022-05-16,5.79,140.92,Processed
389,575,40,Invoice,J,J743434,2022-09-07,5.61,8585.9,Pending
390,322,10,Receipt,U,U257627,2022-03-01,13.71,1834.42,Cancelled
391,397,32,Invoice,W,W649700,2021-02-16,5.59,1590.51,Pending
392,524,44,Invoice,X,X589187,2020-01-16,11.64,7896.41,Processed
393,457,48,Receipt,S,S252543,2023-07-03,12.36,8873.32,Processed
394,432,50,Receipt,Q,Q148730,2021-02-11,8.33,3122.38,Pending
395,429,39,Invoice,I,I617337,2022-07-21,3.81,3843.29,Cancelled
396,160,12,Receipt,J,J719946,2022-10-07,2.92,4311.83,Pending
397,590,11,Receipt,F,F924370,2020-02-17,2.39,4279.15,Processed
398,211,36,Invoice,E,E684426,2021-12-25,7.34,2156.33,Cancelled
399,113,47,Invoice,V,V836816,2023-11-19,5.54,3882.07,Pending
400,229,34,Receipt,O,O378126,2021-11-16,12.86,4605.22,Processed
401,130,40,Receipt,I,I809088,2023-03-25,12.11,2482.44,Pending
402,562,20,Receipt,C,C613610,2020-02-16,6.01,4747.52,Pending
403,388,46,Receipt,I,I779496,2022-07-08,13.91,3066.7,Processed
404,181,44,Invoice,L,L175599,2020-04-25,2.66,3826.75,Processed
405,563,41,Invoice,G,G642587,2023-10-17,8.41,5460.85,Cancelled
406,325,30,Invoice,T,T056757,2023-12-02,11.27,1882.29,Pending
407,217,24,Invoice,S,S446300,2020-07-25,6.14,4759.28,Pending
408,319,43,Invoice,O,O833231,2023-11-27,12.01,665.02,Processed
409,379,24,Invoice,P,P110234,2023-05-05,1.45,7417.31,Processed
410,530,32,Invoice,C,C180230,2021-01-28,13.51,799.67,Processed
411,253,46,Receipt,R,R412683,2021-10-03,13.33,5857.48,Pending
412,145,23,Invoice,Q,Q985605,2021-09-21,2.27,6110.91,Cancelled
413,380,29,Invoice,S,S609207,2020-07-08,7.24,3594.08,Pending
414,373,39,Invoice,M,M489243,2022-01-11,13.77,8188.13,Processed
415,234,22,Receipt,R,R378090,2020-04-01,10.15,9092.39,Cancelled
416,224,19,Invoice,O,O859302,2020-11-05,0.14,9068.45,Processed
417,545,2,Receipt,P,P330765,2020-02-25,2.43,6771.77,Cancelled
418,134,13,Invoice,N,N339548,2021-12-21,12.53,7872.12,Processed
419,177,24,Invoice,R,R586662,2020-02-20,10.75,6585.31,Cancelled
420,264,16,Invoice,X,X985729,2023-06-04,0.08,5779.45,Cancelled
421,285,27,Receipt,C,C065821,2022-01-09,0.01,104.77,Pending
422,416,37,Receipt,J,J195717,2023-08-18,4.69,6725.58,Cancelled
423,475,46,Invoice,L,L818303,2023-09-26,10.3,6990.67,Pending
424,555,24,Invoice,A,A525102,2020-01-11,14.42,6985.46,Processed
425,572,13,Receipt,H,H234664,2021-08-31,12.37,5258.44,Processed
426,234,22,Invoice,Y,Y364949,2021-01-30,10.43,1256.77,Processed
427,204,24,Receipt,J,J857399,2020-07-09,6.63,3975.93,Pending
428,407,14,Receipt,U,U899873,2020-06-23,5.45,7307.44,Processed
429,321,44,Invoice,W,W154091,2023-11-06,6.28,6757.69,Cancelled
430,320,8,Invoice,R,R519779,2021-01-05,14.63,4367.15,Processed
431,229,27,Receipt,L,L682038,2023-07-29,3.83,2645.85,Cancelled
432,152,26,Invoice,L,L214989,2023-02-19,12.91,1181.91,Processed
433,288,26,Receipt,S,S062035,2022-06-30,1.61,7576.93,Cancelled
434,578,50,Receipt,X,X392849,2023-10-16,2.59,9067.91,Processed
435,159,18,Invoice,Y,Y681201,2020-12-12,2.32,670.49,Processed
436,327,30,Receipt,K,K271230,2020-06-27,10.8,9799.68,Pending
437,597,45,Invoice,I,I289857,2022-09-24,4.93,6222.3,Processed
438,573,21,Invoice,H,H539186,2023-11-21,0.51,1028.72,Cancelled
439,496,16,Receipt,T,T321096,2023-01-19,14.36,9873.01,Cancelled
440,169,5,Receipt,M,M485289,2020-03-02,8.67,2287.18,Pending
441,433,24,Receipt,S,S151568,2021-07-08,5.61,1713.59,Pending
442,395,8,Receipt,T,T736247,2021-11-08,14.2,1876.31,Pending
443,329,29,Receipt,D,D058049,2020-11-23,6.1,3012.15,Pending
444,580,46,Invoice,P,P896435,2022-03-02,10.86,3025.43,Processed
445,493,43,Receipt,R,R876953,2020-05-12,8.07,6084.07,Processed
446,346,25,Invoice,S,S073837,2020-04-01,13.3,4527.87,Processed
447,571,6,Invoice,M,M363590,2020-11-03,9.42,4541.66,Processed
448,590,25,Receipt,W,W511576,2021-06-21,8.47,3622.71,Processed
449,593,25,Receipt,H,H749552,2022-04-11,4.58,8036.21,Pending
450,130,18,Receipt,I,I797200,2020-09-09,10.75,4600.49,Pending
451,200,14,Receipt,J,J826417,2022-11-27,13.61,1491.02,Processed
452,446,27,Receipt,Z,Z338801,2022-05-08,2.42,8938.78,Cancelled
453,366,10,Invoice,O,O863559,2020-03-02,14,8713.27,Pending
454,498,6,Receipt,W,W083953,2020-09-18,0.75,620.51,Processed
455,219,33,Receipt,G,G829488,2021-05-31,1.17,9967.17,Pending
456,217,4,Invoice,R,R832130,2020-01-12,3.54,7326.62,Processed
457,447,23,Receipt,Y,Y063710,2023-02-03,8.86,776.55,Cancelled
458,289,37,Receipt,R,R166369,2023-05-01,1.82,2716.4,Cancelled
459,380,16,Invoice,B,B118184,2023-06-05,8.92,3169.82,Pending
460,307,37,Invoice,W,W582018,2023-01-07,7.83,2765.58,Pending
461,373,8,Receipt,I,I921514,2021-09-12,9.98,6666.33,Pending
462,249,7,Invoice,O,O097132,2023-08-16,4.15,6582.62,Pending
463,367,36,Receipt,P,P839907,2023-09-19,2.41,9015.51,Processed
464,385,40,Invoice,Z,Z185294,2022-04-09,12.07,6235.16,Pending
465,232,11,Invoice,F,F146860,2023-08-20,14.81,2112.43,Cancelled
466,120,25,Receipt,M,M101873,2022-07-07,7.62,9466.47,Pending
467,149,17,Invoice,F,F650260,2021-05-10,2.07,4519.19,Pending
468,238,41,Invoice,U,U779175,2021-09-10,14.44,3172.55,Cancelled
469,178,4,Invoice,R,R637132,2021-01-23,2.33,1508.52,Cancelled
470,270,21,Invoice,W,W529351,2021-05-18,7.11,2407.2,Processed
471,367,15,Receipt,Z,Z668819,2022-03-31,7.75,9796.89,Processed
472,561,15,Receipt,S,S214434,2020-11-13,11.15,7600.07,Processed
473,595,15,Invoice,X,X135320,2021-07-14,2.18,371.77,Pending
474,309,50,Receipt,J,J813488,2021-05-16,1.67,4540.37,Cancelled
475,270,4,Receipt,J,J365084,2022-01-21,3.43,2818.36,Processed
476,539,8,Receipt,X,X808176,2022-07-21,2.81,2782.62,Cancelled
477,339,23,Receipt,L,L723830,2022-04-30,2.12,4255.66,Cancelled
478,275,34,Invoice,H,H049915,2023-02-22,9.64,4174.97,Processed
479,425,5,Invoice,F,F299094,2023-11-24,4.43,9130.38,Pending
480,232,26,Receipt,H,H894658,2021-11-08,9.21,6998.19,Pending
481,524,50,Invoice,O,O551112,2023-08-03,0.96,2672.71,Cancelled
482,422,17,Invoice,L,L795128,2023-04-09,8.13,6448.29,Processed
483,437,37,Receipt,F,F884382,2020-05-05,3.69,514.81,Processed
484,506,35,Invoice,Z,Z139347,2020-11-07,1.36,1415.03,Cancelled
485,344,44,Invoice,D,D871868,2021-06-03,1.64,6345.01,Cancelled
486,174,24,Receipt,V,V844522,2022-06-26,8.06,5544.59,Cancelled
487,423,23,Receipt,T,T178181,2023-11-10,9.75,6768.07,Pending
488,113,37,Receipt,W,W169662,2021-08-30,0.42,3338.78,Processed
489,356,21,Invoice,C,C700227,2022-03-21,8.33,8442.54,Cancelled
490,140,35,Invoice,S,S280272,2022-09-30,10.8,2435.57,Processed
491,416,49,Receipt,Q,Q472070,2022-05-24,4.77,2576.35,Pending
492,289,38,Receipt,Q,Q295379,2023-06-26,7.85,2267.52,Pending
493,415,15,Receipt,T,T307288,2020-04-05,7.75,433.92,Pending
494,600,4,Receipt,O,O580757,2020-07-24,13.61,7872.51,Processed
495,302,34,Invoice,B,B624620,2023-03-25,6.54,8280.34,Processed
496,310,36,Receipt,X,X245751,2022-07-19,3.55,2716.98,Processed
497,445,13,Receipt,P,P792361,2020-02-03,14.84,1407.3,Cancelled
498,282,5,Invoice,I,I975570,2020-03-01,1.48,4458.56,Pending
499,449,14,Invoice,O,O678054,2022-10-28,10.11,4548.37,Processed
500,397,43,Invoice,M,M999692,2021-10-30,11.39,4055.48,Processed
501,585,1,Receipt,G,G111515,2022-06-05,8.87,2678.77,Pending
502,163,4,Invoice,Y,Y546074,2020-10-22,11.09,2349.2,Processed
503,116,18,Invoice,L,L326216,2023-10-23,9.42,4537.78,Cancelled
504,301,37,Invoice,D,D942294,2023-02-08,7.44,4629.45,Cancelled
505,291,17,Receipt,A,A233956,2021-09-15,9.21,7920.12,Cancelled
506,143,46,Invoice,N,N390392,2020-09-30,4.95,9915,Processed
507,439,31,Receipt,X,X492114,2023-06-03,6.66,3448.23,Pending
508,520,11,Receipt,T,T168968,2022-03-07,4.69,3559.93,Pending
509,110,46,Receipt,Z,Z971969,2022-02-07,3.01,4280.8,Pending
510,304,32,Receipt,B,B190469,2020-11-13,14.02,787.65,Processed
511,532,25,Receipt,R,R200062,2020-07-12,5.79,8342.79,Processed
512,454,25,Invoice,X,X819671,2020-09-08,11.85,3777.93,Pending
513,140,25,Receipt,Q,Q050803,2020-12-31,5.81,2301.3,Cancelled
514,454,46,Receipt,Z,Z920799,2020-10-14,10.64,4384.29,Processed
515,279,17,Receipt,G,G986912,2020-06-30,3.92,3898.01,Cancelled
516,464,31,Receipt,N,N098309,2022-04-19,6.05,1940.03,Pending
517,517,39,Receipt,A,A621002,2020-10-30,13.71,4148.21,Cancelled
518,293,20,Receipt,A,A515930,2022-07-23,3.27,9848.35,Processed
519,479,15,Invoice,K,K209527,2021-01-08,6.08,9748.1,Pending
520,256,5,Receipt,V,V164694,2021-04-24,10.5,7286.9,Processed
521,264,7,Invoice,G,G674168,2021-06-11,12.21,2985.61,Pending
522,388,36,Receipt,J,J712195,2020-10-29,9.93,3262.75,Cancelled
523,161,31,Receipt,V,V726868,2021-07-02,2.82,3527.27,Processed
524,226,44,Receipt,P,P455620,2020-07-15,6.21,1233.39,Processed
525,499,39,Receipt,O,O440345,2021-09-22,14.91,2820.85,Pending
526,380,45,Receipt,I,I567315,2020-04-29,7.53,5657.59,Cancelled
527,328,42,Receipt,N,N085300,2023-03-09,11.87,1628.48,Pending
528,366,43,Receipt,X,X228491,2020-06-08,8.03,746.82,Pending
529,318,47,Invoice,X,X382975,2023-11-24,13.8,2302.37,Cancelled
530,126,47,Receipt,R,R301252,2021-05-22,5.38,9635.85,Processed
531,407,35,Receipt,D,D176929,2020-07-01,2.55,977.26,Cancelled
532,441,24,Invoice,T,T703119,2022-08-15,3.63,3431.33,Cancelled
533,139,20,Invoice,N,N995126,2020-07-12,3.99,5936.51,Processed
534,570,22,Invoice,A,A256447,2020-08-14,2.45,3715.89,Cancelled
535,365,36,Receipt,U,U477291,2020-01-01,11.21,5097.72,Processed
536,295,42,Invoice,U,U647571,2020-06-13,6.89,3669.27,Pending
537,498,38,Receipt,R,R461730,2021-03-09,2.85,4906.72,Pending
538,140,1,Invoice,O,O343878,2023-06-28,6.08,8896.89,Processed
539,395,16,Receipt,K,K627778,2022-10-01,2.48,1213.13,Cancelled
540,184,35,Receipt,X,X058816,2020-12-31,5.61,1055.74,Processed
541,473,41,Invoice,Z,Z863271,2022-05-14,12.04,2856.51,Cancelled
542,501,9,Receipt,P,P014229,2020-06-16,1.63,383.56,Pending
543,312,45,Receipt,J,J112809,2020-12-30,10.19,2312.29,Cancelled
544,244,37,Receipt,Y,Y539949,2021-05-30,2.23,9083.94,Processed
545,328,44,Invoice,Z,Z944048,2022-06-01,2.67,3761.78,Cancelled
546,502,40,Invoice,L,L773606,2022-04-29,8.85,5700.98,Processed
547,256,3,Invoice,E,E690018,2022-08-07,2.43,1736.55,Cancelled
548,159,34,Invoice,D,D180087,2020-02-13,6.2,4045.65,Pending
549,519,5,Receipt,E,E129420,2020-10-15,2.5,5400.98,Pending
550,351,41,Invoice,A,A159981,2022-06-18,12.01,3611.11,Cancelled
551,543,27,Invoice,T,T452562,2023-08-10,10.49,7483.69,Pending
552,182,23,Receipt,A,A589016,2023-03-14,8.43,8923.87,Cancelled
553,443,2,Invoice,F,F536352,2021-10-10,5.77,6791.97,Processed
554,322,23,Receipt,A,A291230,2022-06-02,8.36,626.85,Pending
555,526,17,Receipt,Q,Q429000,2020-07-14,9.68,7869.18,Cancelled
556,434,32,Receipt,R,R561136,2020-04-11,1.33,9864.42,Processed
557,215,1,Invoice,M,M611254,2022-02-19,3.84,3762.22,Pending
558,356,41,Receipt,T,T929648,2021-08-12,7.42,9548.77,Processed
559,569,31,Receipt,P,P113535,2023-07-23,2.99,7436.85,Pending
560,465,19,Invoice,T,T062238,2021-02-26,7.12,4760.69,Cancelled
561,415,29,Receipt,J,J430150,2022-02-04,10.24,5263.85,Cancelled
562,451,43,Receipt,O,O698979,2023-05-05,8.41,8866.37,Processed
563,550,10,Invoice,Y,Y399408,2021-12-10,0.45,2080.91,Cancelled
564,360,5,Invoice,R,R810532,2021-10-29,4.99,1090.73,Cancelled
565,564,23,Invoice,K,K766294,2023-02-27,2.75,4024.43,Cancelled
566,322,50,Invoice,Z,Z582782,2022-11-30,3.86,577.67,Pending
567,371,29,Invoice,J,J104461,2021-05-22,3.44,3763.27,Pending
568,224,14,Receipt,V,V057851,2021-01-07,0.91,4385.85,Cancelled
569,588,29,Invoice,D,D306147,2021-09-07,14.99,9840.9,Pending
570,343,35,Receipt,U,U612619,2022-08-12,11.57,8780.14,Processed
571,121,27,Receipt,X,X988710,2020-02-03,4.59,6097.84,Cancelled
572,197,34,Receipt,Z,Z497970,2021-11-21,11.25,6158.85,Cancelled
573,536,33,Receipt,C,C291037,2023-10-17,13.85,6353.1,Pending
574,149,23,Invoice,X,X423373,2021-09-17,5.02,1596.34,Pending
575,466,45,Invoice,P,P277127,2021-12-16,2.93,1236.72,Pending
576,501,47,Invoice,K,K118823,2022-03-23,10.62,5739.78,Cancelled
577,573,45,Invoice,X,X533713,2022-04-21,11.65,4485.47,Pending
578,553,10,Receipt,C,C335917,2022-11-17,8.21,9186.26,Pending
579,561,17,Invoice,G,G091332,2021-12-10,5.39,7843.92,Cancelled
580,225,43,Invoice,E,E867091,2020-10-07,8.1,1577.41,Cancelled
581,328,45,Receipt,W,W117120,2021-06-23,9.24,556.49,Processed
582,242,45,Receipt,D,D499778,2022-09-18,4.18,8329.21,Processed
583,599,46,Invoice,E,E039489,2021-03-22,13.47,7192.49,Processed
584,428,6,Receipt,K,K388387,2022-09-18,10.78,5174.12,Pending
585,490,6,Invoice,O,O867246,2020-11-10,1.78,4243.19,Cancelled
586,474,25,Invoice,U,U872766,2022-01-06,9.18,5710.05,Pending
587,244,16,Receipt,Y,Y616797,2021-03-03,12.36,2962.21,Processed
588,541,21,Invoice,P,P026094,2021-06-11,7.86,1108.29,Pending
589,277,20,Invoice,G,G338555,2021-01-22,12.03,704.27,Processed
590,556,8,Receipt,T,T879269,2020-04-10,1.03,5472.6,Cancelled
591,556,39,Invoice,R,R107934,2021-05-13,2.17,6647.67,Pending
592,499,11,Receipt,C,C108249,2022-11-03,0.88,3394.99,Processed
593,449,4,Invoice,T,T113273,2022-09-04,3.79,6075.4,Pending
594,505,40,Invoice,R,R397395,2020-10-17,5.35,8860.1,Cancelled
595,592,21,Invoice,C,C730159,2023-07-02,12.84,1713.51,Cancelled
596,533,49,Receipt,Q,Q203393,2021-02-17,7.41,1698.08,Cancelled
597,386,18,Receipt,R,R044573,2023-11-11,10.91,1714.54,Processed
598,362,6,Invoice,S,S676080,2022-03-09,0.65,1961.09,Cancelled
599,526,30,Receipt,K,K722963,2020-01-25,8.14,6223.33,Cancelled
600,598,47,Receipt,G,G318715,2021-04-11,0.77,2925.94,Processed
601,226,22,Receipt,R,R151327,2021-12-12,3.14,3214.78,Processed
602,508,26,Invoice,U,U891500,2022-04-04,9.03,7511.75,Cancelled
603,172,24,Invoice,Z,Z665449,2022-09-09,7.38,9152.71,Processed
604,584,42,Invoice,T,T478387,2023-11-14,3.65,7381.12,Cancelled
605,439,20,Receipt,D,D015588,2023-01-05,12.96,370.94,Pending
606,123,4,Invoice,H,H023890,2020-11-01,12.55,7666.63,Cancelled
607,501,23,Invoice,W,W523265,2023-10-30,6.15,9529.18,Cancelled
608,324,15,Invoice,M,M207076,2020-08-24,14.03,3753.61,Cancelled
609,174,50,Invoice,E,E712911,2022-12-29,14.14,4556.96,Cancelled
610,465,28,Invoice,X,X607273,2023-08-19,0.43,9859.57,Processed
611,297,21,Receipt,X,X056699,2020-06-18,1.33,5870.63,Cancelled
612,193,33,Receipt,C,C951224,2023-04-07,4.31,514.3,Cancelled
613,436,19,Receipt,S,S566154,2021-12-28,7.99,759.92,Cancelled
614,159,13,Receipt,D,D301222,2022-12-08,14.3,1563.46,Cancelled
615,126,40,Invoice,P,P958610,2022-10-08,0.3,9254.85,Processed
616,470,35,Invoice,A,A687822,2021-11-19,13.66,5653.56,Processed
617,414,30,Invoice,F,F240029,2021-11-05,11.29,4760.42,Processed
618,254,41,Receipt,K,K713263,2022-04-23,0.34,5830.4,Cancelled
619,589,41,Receipt,S,S024091,2021-01-03,12.31,2654.63,Pending
620,244,31,Receipt,E,E965986,2022-11-03,2.64,3342.14,Pending
621,434,39,Invoice,O,O214083,2023-04-23,6.46,6399.86,Pending
622,407,19,Receipt,K,K407310,2022-12-07,3.57,9817.24,Processed
623,364,4,Receipt,M,M183515,2021-08-26,4.35,9068.53,Processed
624,589,40,Invoice,X,X740223,2020-01-31,11.06,5099.67,Processed
625,217,48,Receipt,X,X397388,2020-07-27,9.59,6040.62,Processed
626,542,41,Invoice,P,P456120,2022-06-16,3.15,8691.43,Processed
627,367,46,Invoice,Y,Y984248,2022-06-21,5.82,4893.92,Pending
628,343,35,Receipt,A,A876938,2021-03-13,9.55,8369.3,Cancelled
629,362,19,Receipt,A,A410241,2022-04-18,4.54,379.25,Cancelled
630,321,17,Receipt,P,P053077,2022-03-10,4.26,5247.83,Cancelled
631,246,20,Receipt,R,R114964,2023-09-26,10.24,7366.8,Pending
632,439,27,Receipt,U,U548959,2023-11-19,5.48,9827.14,Pending
633,200,41,Invoice,L,L363146,2021-07-14,4.51,3970.87,Cancelled
634,164,36,Invoice,Y,Y364372,2020-08-14,3.94,4728.03,Pending
635,298,2,Invoice,I,I460518,2020-08-25,8.03,862.55,Processed
636,512,23,Invoice,N,N258551,2020-02-25,6.85,8815.42,Processed
637,352,38,Receipt,V,V806401,2020-08-30,3.28,2447.45,Pending
638,188,7,Invoice,W,W126558,2020-03-13,0.15,2496.83,Pending
639,348,19,Invoice,V,V156111,2023-06-08,11.6,3732.64,Cancelled
640,200,16,Receipt,Z,Z581429,2022-09-27,3.68,7513.31,Pending
641,115,39,Receipt,T,T195895,2021-12-27,4.8,8624.31,Processed
642,462,19,Receipt,Z,Z700657,2022-02-01,10.06,5352.23,Pending
643,359,15,Receipt,Z,Z360182,2022-11-23,7.81,4161.35,Cancelled
644,354,32,Receipt,S,S466129,2023-03-07,6.52,4233.95,Pending
645,275,17,Receipt,F,F988113,2022-01-17,14.81,7453.1,Cancelled
646,529,14,Invoice,W,W660980,2023-07-24,8.26,7705.55,Pending
647,127,9,Receipt,P,P475878,2023-09-22,10.49,8518.85,Processed
648,583,33,Receipt,L,L673297,2023-05-21,10.27,9390.62,Processed
649,543,21,Invoice,D,D781109,2023-09-22,1.03,2712.45,Cancelled
650,382,8,Invoice,S,S275892,2022-10-12,12.2,1801.94,Processed
651,310,22,Receipt,T,T063983,2020-01-23,2.45,9934.82,Processed
652,337,19,Receipt,U,U330432,2022-12-03,11.37,5846.99,Cancelled
653,274,9,Receipt,B,B793254,2023-04-20,7.34,7441.09,Processed
654,548,14,Receipt,S,S994742,2020-03-30,10.54,2399.14,Processed
655,231,6,Invoice,B,B129384,2020-04-30,1.6,8577.65,Pending
656,357,35,Receipt,M,M782918,2022-10-04,14.93,8161.83,Processed
657,558,1,Invoice,L,L655183,2021-04-09,0.14,9768.82,Cancelled
658,289,30,Invoice,B,B178431,2022-10-13,0.61,1507.64,Cancelled
659,360,35,Invoice,G,G965993,2022-10-07,2.68,1190.67,Pending
660,133,17,Invoice,O,O784437,2022-09-27,8.85,2211.3,Processed
661,551,30,Invoice,Y,Y148053,2022-10-05,5.26,7622.06,Processed
662,119,35,Invoice,M,M361422,2023-07-11,2.13,902.11,Processed
663,217,22,Receipt,P,P136656,2020-12-18,10.1,795.51,Processed
664,282,43,Receipt,B,B537530,2022-07-19,12.22,9874.13,Cancelled
665,344,3,Receipt,W,W123056,2021-04-05,13.2,1866.57,Cancelled
666,580,49,Receipt,Q,Q024170,2022-03-13,6.89,7731.64,Cancelled
667,192,45,Receipt,Z,Z430570,2022-10-17,14.09,688.64,Pending
668,553,33,Invoice,U,U078786,2021-08-26,4.84,6019.24,Processed
669,156,37,Invoice,X,X484727,2020-12-28,13.16,1445.42,Pending
670,490,24,Receipt,W,W493515,2020-02-15,7.89,783.7,Cancelled
671,564,48,Invoice,N,N397315,2020-02-23,3.57,8335.01,Cancelled
672,137,36,Invoice,L,L181988,2020-12-21,14.07,7505.15,Processed
673,337,16,Receipt,G,G541148,2023-05-03,0.72,5410.7,Cancelled
674,334,14,Invoice,S,S069932,2021-06-05,2.52,2429.41,Cancelled
675,376,25,Invoice,H,H751480,2022-06-25,13.25,1250.5,Pending
676,310,21,Receipt,D,D082615,2023-11-10,11.68,1470.47,Cancelled
677,462,7,Receipt,M,M327365,2022-12-06,7.29,9962.5,Pending
678,490,35,Receipt,T,T559865,2020-08-14,8.99,2226.97,Pending
679,343,31,Receipt,D,D475827,2021-09-25,4.62,6144.57,Cancelled
680,520,14,Receipt,L,L598757,2020-03-03,2.4,1445.33,Processed
681,246,18,Receipt,S,S571452,2023-06-11,13.16,7595.66,Pending
682,512,18,Receipt,R,R124617,2020-01-04,12.61,6970.82,Processed
683,146,33,Invoice,N,N591712,2020-07-12,3.75,7685.96,Cancelled
684,224,24,Receipt,H,H129204,2020-09-04,11.05,6768.29,Cancelled
685,263,22,Receipt,W,W184724,2023-10-06,4.47,5113.66,Cancelled
686,345,36,Receipt,G,G509152,2023-04-16,1.54,1242.47,Processed
687,346,28,Receipt,V,V681716,2022-05-11,2.6,8403.66,Processed
688,502,44,Receipt,D,D097842,2022-05-19,8.79,2880.18,Pending
689,281,6,Receipt,U,U592946,2022-12-31,12.1,3294.14,Cancelled
690,221,3,Invoice,N,N035673,2022-10-07,1.21,8431.67,Processed
691,398,30,Receipt,D,D688405,2023-03-17,11.02,9072.68,Pending
692,228,3,Invoice,V,V726014,2023-12-16,9.77,9155.4,Cancelled
693,470,50,Invoice,M,M280762,2020-04-18,11.15,817.68,Pending
694,122,29,Receipt,C,C722992,2022-01-08,3.99,2125.09,Pending
695,188,45,Invoice,L,L523077,2020-02-17,14,5386.33,Cancelled
696,481,3,Invoice,F,F396961,2021-06-04,10.06,4910.9,Processed
697,300,36,Receipt,R,R012400,2022-09-26,7.69,6146.74,Processed
698,417,21,Invoice,I,I318735,2022-11-01,14.51,4398.23,Pending
699,307,38,Invoice,R,R043585,2022-02-18,13.69,8272.21,Pending
700,133,19,Invoice,M,M761561,2021-04-07,8.14,4280.53,Processed
701,135,39,Invoice,P,P973629,2021-01-09,2.71,7545.57,Cancelled
702,439,36,Invoice,F,F318855,2021-04-17,9.56,4040.95,Processed
703,125,41,Receipt,W,W441372,2022-07-19,5.71,5281.58,Cancelled
704,440,32,Invoice,S,S652893,2020-06-17,14.95,8711.01,Cancelled
705,577,24,Receipt,D,D901064,2022-03-09,11.14,1686.78,Processed
706,504,15,Receipt,X,X533512,2022-01-17,13.62,3277.72,Processed
707,523,9,Invoice,W,W893802,2023-08-26,0.8,1925.71,Processed
708,227,38,Invoice,G,G722126,2021-10-29,7.27,2444.9,Processed
709,132,43,Receipt,J,J478562,2021-06-05,14.97,4472.48,Cancelled
710,294,2,Invoice,X,X523990,2021-04-10,4.26,5071.63,Cancelled
711,369,30,Receipt,H,H662035,2020-09-16,14.86,381.49,Processed
712,449,24,Receipt,H,H965069,2022-02-28,2.39,1115.84,Processed
